title,provider,certificate_type,rating,difficulty,students_enrolled,platform,price,reviews,lectures,duration,category
Econometrics: Methods and Applications,Erasmus University Rotterdam,COURSE,4.7,,110k,Coursera,,,,,Unknown
Economics of Money and Banking,Columbia University,COURSE,4.9,,83k,Coursera,,,,,Unknown
Ecosystem Services: a Method for Sustainable Development,University of Geneva,COURSE,4.7,1.0,16k,Coursera,,,,,Unknown
Effective Compliance Programs,University of Pennsylvania,COURSE,4.9,,3.4k,Coursera,,,,,Unknown
Egiptología (Egyptology),Universitat Autònoma de Barcelona,COURSE,4.9,0.0,46k,Coursera,,,,,Unknown
El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Universidad Austral,COURSE,5.0,0.0,1.5k,Coursera,,,,,Unknown
Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,COURSE,4.7,1.0,57k,Coursera,,,,,Unknown
Electric Industry Operations and Markets,Duke University,COURSE,4.8,0.0,12k,Coursera,,,,,Unknown
Electronic Music Production,Berklee College of Music,SPECIALIZATION,4.8,1.0,110k,Coursera,,,,,Unknown
Emerging Technologies: From Smartphones to IoT to Big Data,Yonsei University,SPECIALIZATION,4.6,0.0,17k,Coursera,,,,,Unknown
"Energy Production, Distribution & Safety",University at Buffalo,SPECIALIZATION,4.7,0.0,37k,Coursera,,,,,Unknown
Engineering Health: Introduction to Yoga and Physiology,New York University,COURSE,4.8,0.0,14k,Coursera,,,,,Unknown
Engineering Project Management: Initiating and Planning,Rice University,COURSE,4.7,0.0,23k,Coursera,,,,,Unknown
English Composition I,Duke University,COURSE,4.6,0.0,200k,Coursera,,,,,Unknown
English for Business and Entrepreneurship,University of Pennsylvania,COURSE,4.8,0.0,230k,Coursera,,,,,Unknown
English for Career Development,University of Pennsylvania,COURSE,4.8,,760k,Coursera,,,,,Unknown
English for Journalism,University of Pennsylvania,COURSE,4.8,,130k,Coursera,,,,,Unknown
English for Research Publication Purposes,Moscow Institute of Physics and Technology,SPECIALIZATION,4.6,1.0,42k,Coursera,,,,,Unknown
"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,COURSE,4.8,0.0,110k,Coursera,,,,,Unknown
Enterprise Architecture,Peter the Great St. Petersburg Polytechnic University,COURSE,4.4,0.0,2.4k,Coursera,,,,,Unknown
Entrepreneurial Finance: Strategy and Innovation,Duke University,SPECIALIZATION,4.5,1.0,7.9k,Coursera,,,,,Unknown
Entrepreneurship,University of Pennsylvania,SPECIALIZATION,4.8,0.0,110k,Coursera,,,,,Unknown
Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,COURSE,4.8,,86k,Coursera,,,,,Unknown
Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,COURSE,4.8,,38k,Coursera,,,,,Unknown
Entrepreneurship 3: Growth Strategies,University of Pennsylvania,COURSE,4.7,0.0,31k,Coursera,,,,,Unknown
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,COURSE,4.8,0.0,20k,Coursera,,,,,Unknown
Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",SPECIALIZATION,4.6,0.0,69k,Coursera,,,,,Unknown
Epidemics - the Dynamics of Infectious Diseases,The Pennsylvania State University,COURSE,4.8,,45k,Coursera,,,,,Unknown
"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,COURSE,4.7,,23k,Coursera,,,,,Unknown
Epidemiology for Public Health,Imperial College London,SPECIALIZATION,4.7,0.0,6.4k,Coursera,,,,,Unknown
Epidemiology in Public Health Practice,Johns Hopkins University,SPECIALIZATION,4.7,0.0,31k,Coursera,,,,,Unknown
Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,COURSE,4.6,,130k,Coursera,,,,,Unknown
Epigenetic Control of Gene Expression,The University of Melbourne,COURSE,4.8,,35k,Coursera,,,,,Unknown
Equine Welfare and Management,"University of California, Davis",COURSE,4.8,0.0,7.2k,Coursera,,,,,Unknown
Esports,"University of California, Irvine",SPECIALIZATION,4.5,0.0,1.8k,Coursera,,,,,Unknown
Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,COURSE,4.7,0.0,14k,Coursera,,,,,Unknown
Essential Google Cloud Infrastructure: Core Services,Google Cloud,COURSE,4.7,1.0,68k,Coursera,,,,,Unknown
Essential Google Cloud Infrastructure: Foundation,Google Cloud,COURSE,4.7,1.0,83k,Coursera,,,,,Unknown
Essentials in Clinical Simulations Across the Health Professions,The George Washington University,COURSE,4.8,1.0,4.1k,Coursera,,,,,Unknown
Essentials of Corporate Finance,The University of Melbourne,SPECIALIZATION,4.6,1.0,54k,Coursera,,,,,Unknown
Essentials of Global Health,Yale University,COURSE,4.8,,31k,Coursera,,,,,Unknown
Estadística y probabilidad,Universidad Nacional Autónoma de México,COURSE,4.7,0.0,27k,Coursera,,,,,Unknown
Evaluación educativa,Universidad Nacional Autónoma de México,SPECIALIZATION,4.8,0.0,13k,Coursera,,,,,Unknown
"Everyday Excel, Part 1",University of Colorado Boulder,COURSE,4.8,0.0,11k,Coursera,,,,,Unknown
Everyday Parenting: The ABCs of Child Rearing,Yale University,COURSE,4.9,0.0,86k,Coursera,,,,,Unknown
Excel Skills for Business,Macquarie University,SPECIALIZATION,4.9,0.0,240k,Coursera,,,,,Unknown
Excel Skills for Business: Advanced,Macquarie University,COURSE,4.7,1.0,39k,Coursera,,,,,Unknown
Excel Skills for Business: Essentials,Macquarie University,COURSE,4.9,0.0,200k,Coursera,,,,,Unknown
Excel Skills for Business: Intermediate I,Macquarie University,COURSE,4.9,1.0,76k,Coursera,,,,,Unknown
Excel Skills for Business: Intermediate II,Macquarie University,COURSE,4.8,1.0,39k,Coursera,,,,,Unknown
Excel to MySQL: Analytic Techniques for Business,Duke University,SPECIALIZATION,4.6,0.0,490k,Coursera,,,,,Unknown
Excel/VBA for Creative Problem Solving,University of Colorado Boulder,SPECIALIZATION,4.8,0.0,56k,Coursera,,,,,Unknown
"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,COURSE,4.8,0.0,54k,Coursera,,,,,Unknown
Executive Data Science,Johns Hopkins University,SPECIALIZATION,4.5,0.0,170k,Coursera,,,,,Unknown
Explorando la Energía Sustentable,Pontificia Universidad Católica de Chile,COURSE,4.8,0.0,28k,Coursera,,,,,Unknown
Fashion as Design,The Museum of Modern Art,COURSE,4.8,0.0,180k,Coursera,,,,,Unknown
Feminism and Social Justice,"University of California, Santa Cruz",COURSE,4.8,0.0,18k,Coursera,,,,,Unknown
FinTech Law and Policy,Duke University,COURSE,4.8,0.0,9.7k,Coursera,,,,,Unknown
FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,SPECIALIZATION,4.6,0.0,13k,Coursera,,,,,Unknown
"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,COURSE,4.7,0.0,12k,Coursera,,,,,Unknown
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,SPECIALIZATION,4.5,0.0,260k,Coursera,,,,,Unknown
Finance for Non-Finance Professionals,Rice University,COURSE,4.8,0.0,69k,Coursera,,,,,Unknown
Finance for Non-Financial Managers,Emory University,COURSE,4.4,1.0,12k,Coursera,,,,,Unknown
Financial Accounting Fundamentals,University of Virginia,COURSE,4.8,0.0,65k,Coursera,,,,,Unknown
Financial Acumen for Non-Financial Managers,University of Pennsylvania,COURSE,4.5,0.0,10k,Coursera,,,,,Unknown
Financial Engineering and Risk Management Part I,Columbia University,COURSE,4.6,,100k,Coursera,,,,,Unknown
Financial Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,1.0,76k,Coursera,,,,,Unknown
Financial Markets,Yale University,COURSE,4.8,0.0,470k,Coursera,,,,,Unknown
Financial Markets and Investment Strategy,Indian School of Business,SPECIALIZATION,4.5,0.0,60k,Coursera,,,,,Unknown
Financial Reporting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,1.0,12k,Coursera,,,,,Unknown
Financial Technology (Fintech) Innovations,University of Michigan,SPECIALIZATION,4.7,0.0,6.5k,Coursera,,,,,Unknown
Financing and Investing in Infrastructure,Università Bocconi,COURSE,4.8,,24k,Coursera,,,,,Unknown
Finanzas corporativas,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,1.0,30k,Coursera,,,,,Unknown
Finanzas personales,Universidad Nacional Autónoma de México,COURSE,4.8,,310k,Coursera,,,,,Unknown
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,COURSE,4.7,0.0,36k,Coursera,,,,,Unknown
Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,SPECIALIZATION,4.6,0.0,20k,Coursera,,,,,Unknown
First Step Korean,Yonsei University,COURSE,4.9,0.0,400k,Coursera,,,,,Unknown
Food & Beverage Management,Università Bocconi,COURSE,4.8,,57k,Coursera,,,,,Unknown
Forensic Accounting and Fraud Examination,West Virginia University,COURSE,4.7,,42k,Coursera,,,,,Unknown
Formulación y evaluación de proyectos complejos,Universidad de los Andes,COURSE,4.9,1.0,4.4k,Coursera,,,,,Unknown
Foundational Finance for Strategic Decision Making,University of Michigan,SPECIALIZATION,4.8,0.0,14k,Coursera,,,,,Unknown
Foundations of Business Strategy,University of Virginia,COURSE,4.8,0.0,63k,Coursera,,,,,Unknown
Foundations of Everyday Leadership,University of Illinois at Urbana-Champaign,COURSE,4.8,,62k,Coursera,,,,,Unknown
Foundations of Global Health,Johns Hopkins University,SPECIALIZATION,4.7,0.0,31k,Coursera,,,,,Unknown
Foundations of Management,IESE Business School,SPECIALIZATION,4.8,0.0,64k,Coursera,,,,,Unknown
Foundations of Marketing Analytics,Emory University,SPECIALIZATION,4.2,1.0,27k,Coursera,,,,,Unknown
Foundations of Positive Psychology,University of Pennsylvania,SPECIALIZATION,4.8,0.0,89k,Coursera,,,,,Unknown
Foundations of Public Health Practice,Imperial College London,SPECIALIZATION,4.8,0.0,3.2k,Coursera,,,,,Unknown
From Data to Insights with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.6,0.0,26k,Coursera,,,,,Unknown
From the Big Bang to Dark Energy,The University of Tokyo,COURSE,4.8,0.0,52k,Coursera,,,,,Unknown
Front-End Web Development with React,The Hong Kong University of Science and Technology,COURSE,4.7,1.0,45k,Coursera,,,,,Unknown
Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,COURSE,4.8,1.0,89k,Coursera,,,,,Unknown
Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,1.0,150k,Coursera,,,,,Unknown
Full-Stack Web Development with React,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,1.0,140k,Coursera,,,,,Unknown
Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,COURSE,4.8,1.0,170k,Coursera,,,,,Unknown
Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,SPECIALIZATION,4.7,1.0,220k,Coursera,,,,,Unknown
Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,COURSE,4.6,0.0,30k,Coursera,,,,,Unknown
Fundamentals of Accounting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,0.0,39k,Coursera,,,,,Unknown
Fundamentals of Computing,Rice University,SPECIALIZATION,4.8,0.0,200k,Coursera,,,,,Unknown
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,COURSE,4.7,,49k,Coursera,,,,,Unknown
Fundamentals of GIS,"University of California, Davis",COURSE,4.8,0.0,86k,Coursera,,,,,Unknown
Fundamentals of Graphic Design,California Institute of the Arts,COURSE,4.8,0.0,290k,Coursera,,,,,Unknown
Fundamentals of Immunology,Rice University,SPECIALIZATION,4.7,1.0,20k,Coursera,,,,,Unknown
Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,COURSE,4.7,1.0,18k,Coursera,,,,,Unknown
Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.6,0.0,180k,Coursera,,,,,Unknown
Fundamentals of Project Planning and Management,University of Virginia,COURSE,4.7,0.0,120k,Coursera,,,,,Unknown
Fundamentals of Quantitative Modeling,University of Pennsylvania,COURSE,4.6,,110k,Coursera,,,,,Unknown
Fundamentals of Reinforcement Learning,University of Alberta,COURSE,4.8,1.0,22k,Coursera,,,,,Unknown
Fundamentals of Visualization with Tableau,"University of California, Davis",COURSE,4.5,0.0,81k,Coursera,,,,,Unknown
Fundamentos Empresariales,University of Pennsylvania,SPECIALIZATION,4.6,0.0,25k,Coursera,,,,,Unknown
Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,0.0,56k,Coursera,,,,,Unknown
Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.7,0.0,150k,Coursera,,,,,Unknown
Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.8,0.0,110k,Coursera,,,,,Unknown
Fundamentos de la escritura,Tecnológico de Monterrey,COURSE,4.6,0.0,47k,Coursera,,,,,Unknown
Fundraising and Development,"University of California, Davis",SPECIALIZATION,4.6,0.0,4.9k,Coursera,,,,,Unknown
Futures Thinking,Institute for the Future,SPECIALIZATION,4.8,0.0,9.4k,Coursera,,,,,Unknown
G Suite Administration,Google Cloud,SPECIALIZATION,4.7,0.0,10k,Coursera,,,,,Unknown
"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.8,0.0,140k,Coursera,,,,,Unknown
Game Design and Development,Michigan State University,SPECIALIZATION,4.7,1.0,100k,Coursera,,,,,Unknown
Game Theory,Stanford University,COURSE,4.6,0.0,260k,Coursera,,,,,Unknown
Gamification,University of Pennsylvania,COURSE,4.8,,110k,Coursera,,,,,Unknown
Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,COURSE,4.7,0.0,14k,Coursera,,,,,Unknown
Genomic Data Science,Johns Hopkins University,SPECIALIZATION,4.4,1.0,80k,Coursera,,,,,Unknown
Geographic Information Systems  (GIS),"University of California, Davis",SPECIALIZATION,4.8,0.0,97k,Coursera,,,,,Unknown
Geopolitics of Europe,Sciences Po,COURSE,4.3,,19k,Coursera,,,,,Unknown
Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,COURSE,4.8,,34k,Coursera,,,,,Unknown
Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,COURSE,4.7,,47k,Coursera,,,,,Unknown
Get Interactive: Practical Teaching with Technology,Bloomsbury Learning Exchange,COURSE,4.7,0.0,14k,Coursera,,,,,Unknown
Getting Started With Music Theory,Michigan State University,COURSE,4.5,0.0,59k,Coursera,,,,,Unknown
Getting Started with AWS Machine Learning,Amazon Web Services,COURSE,4.5,1.0,73k,Coursera,,,,,Unknown
Getting Started with Go,"University of California, Irvine",COURSE,4.6,1.0,59k,Coursera,,,,,Unknown
Getting Started with Google Kubernetes Engine,Google Cloud,COURSE,4.5,1.0,75k,Coursera,,,,,Unknown
Getting Started with Google Sheets,Google Cloud,COURSE,4.6,0.0,18k,Coursera,,,,,Unknown
Getting Started with SAS Programming,SAS,COURSE,4.9,0.0,22k,Coursera,,,,,Unknown
Global Diplomacy – Diplomacy in the Modern World,SOAS University of London,COURSE,4.6,,79k,Coursera,,,,,Unknown
Global Diplomacy: the United Nations in the World,SOAS University of London,COURSE,4.7,0.0,29k,Coursera,,,,,Unknown
Global Energy and Climate Policy,SOAS University of London,COURSE,4.5,0.0,10k,Coursera,,,,,Unknown
Global Environmental Management,Technical University of Denmark (DTU),COURSE,4.6,1.0,22k,Coursera,,,,,Unknown
Global Financial Markets and Instruments,Rice University,COURSE,4.6,,37k,Coursera,,,,,Unknown
Global Financing Solutions  (by EDHEC and Société Générale),EDHEC Business School,COURSE,4.6,1.0,3.6k,Coursera,,,,,Unknown
Global Trends for Business and Society,University of Pennsylvania,COURSE,4.8,,7.6k,Coursera,,,,,Unknown
"Globalization, Economic Growth and Stability",IE Business School,SPECIALIZATION,4.8,1.0,44k,Coursera,,,,,Unknown
Good with Words: Writing and Editing,University of Michigan,SPECIALIZATION,4.6,0.0,3.8k,Coursera,,,,,Unknown
Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,COURSE,4.6,1.0,120k,Coursera,,,,,Unknown
Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,COURSE,4.7,1.0,36k,Coursera,,,,,Unknown
Google IT Automation with Python,Google,PROFESSIONAL CERTIFICATE,4.7,0.0,93k,Coursera,,,,,Unknown
Google IT Support,Google,PROFESSIONAL CERTIFICATE,4.8,0.0,350k,Coursera,,,,,Unknown
Grammar and Punctuation,"University of California, Irvine",COURSE,4.7,,430k,Coursera,,,,,Unknown
Graphic Design Elements for Non-Designers,University of Colorado Boulder,SPECIALIZATION,4.7,0.0,10k,Coursera,,,,,Unknown
Greek and Roman Mythology,University of Pennsylvania,COURSE,4.8,,260k,Coursera,,,,,Unknown
Greening the Economy: Sustainable Cities,Lund University,COURSE,4.6,0.0,56k,Coursera,,,,,Unknown
Guitar for Beginners,Berklee College of Music,COURSE,4.8,,210k,Coursera,,,,,Unknown
Gut Check: Exploring Your Microbiome,University of California San Diego,COURSE,4.7,,62k,Coursera,,,,,Unknown
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,COURSE,4.8,,240k,Coursera,,,,,Unknown
Habilidades Gerenciales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.7,0.0,43k,Coursera,,,,,Unknown
Hacia una práctica constructivista en el aula,Pontificia Universidad Católica de Chile,COURSE,4.8,,62k,Coursera,,,,,Unknown
Hardware Description Languages for FPGA Design,University of Colorado Boulder,COURSE,4.2,1.0,7.4k,Coursera,,,,,Unknown
Healing with the Arts,University of Florida,COURSE,4.6,,39k,Coursera,,,,,Unknown
Health Informatics,Johns Hopkins University,SPECIALIZATION,4.5,0.0,8.1k,Coursera,,,,,Unknown
Health Information Literacy for Data Analytics,"University of California, Davis",SPECIALIZATION,4.5,1.0,5.4k,Coursera,,,,,Unknown
Healthcare Law,University of Pennsylvania,SPECIALIZATION,4.7,1.0,1.7k,Coursera,,,,,Unknown
Healthcare Marketplace,University of Minnesota,SPECIALIZATION,4.4,0.0,36k,Coursera,,,,,Unknown
Healthcare Organization Operations,Rutgers the State University of New Jersey,SPECIALIZATION,4.6,0.0,5.5k,Coursera,,,,,Unknown
"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,COURSE,4.8,,46k,Coursera,,,,,Unknown
Homeland Security and Cybersecurity,University of Colorado System,SPECIALIZATION,4.7,0.0,5.5k,Coursera,,,,,Unknown
"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,SPECIALIZATION,4.6,0.0,28k,Coursera,,,,,Unknown
How Things Work: An Introduction to Physics,University of Virginia,COURSE,4.8,1.0,170k,Coursera,,,,,Unknown
How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,COURSE,3.3,,140k,Coursera,,,,,Unknown
How to Start Your Own Business,Michigan State University,SPECIALIZATION,4.1,0.0,34k,Coursera,,,,,Unknown
Human Resource Management: HR for People Managers,University of Minnesota,SPECIALIZATION,4.7,0.0,98k,Coursera,,,,,Unknown
IBM AI Engineering,IBM,PROFESSIONAL CERTIFICATE,4.6,1.0,140k,Coursera,,,,,Unknown
IBM AI Enterprise Workflow,IBM,SPECIALIZATION,4.4,2.0,3.5k,Coursera,,,,,Unknown
IBM Applied AI,IBM,PROFESSIONAL CERTIFICATE,4.6,0.0,220k,Coursera,,,,,Unknown
IBM Customer Engagement Specialist Professional Certificate,IBM,COURSE,4.8,0.0,3.3k,Coursera,,,,,Unknown
IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,0.0,480k,Coursera,,,,,Unknown
IT Fundamentals for Cybersecurity,IBM,SPECIALIZATION,4.5,0.0,35k,Coursera,,,,,Unknown
IT Security: Defense against the digital dark arts,Google,COURSE,4.8,0.0,62k,Coursera,,,,,Unknown
"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,COURSE,4.9,0.0,1.7k,Coursera,,,,,Unknown
